CrimeDate,TotalVolume,Code1,Code2,Code3,Code4,Code5,Code6,Code7,Code8,Code9,Inside,Outside,InsideOutsideUnk,TempMAX,TempMIN
4/22/2014,127,1,0,6,37,25,42,13,3,0,67,60,0,76,47
4/23/2014,139,0,0,5,42,27,59,6,0,0,80,57,2,60,41
4/24/2014,125,0,0,11,43,18,42,10,0,1,58,67,0,64,36
4/25/2014,145,0,0,11,46,22,44,21,0,1,73,71,1,65,38
4/26/2014,135,0,0,7,42,13,60,11,1,1,68,65,2,76,49
4/27/2014,148,2,2,9,61,15,39,15,2,3,73,68,7,66,44
4/28/2014,148,0,1,11,41,26,52,14,2,1,85,63,0,60,48
4/29/2014,117,0,0,10,35,12,46,14,0,0,62,54,1,50,47
4/30/2014,113,0,1,13,27,12,47,12,0,1,63,49,1,65,48
5/1/2014,135,0,2,12,37,16,54,12,1,1,56,78,1,79,58
5/2/2014,128,0,0,8,37,25,45,12,0,1,60,68,0,70,49
5/3/2014,112,3,0,10,38,15,39,6,0,1,50,59,3,72,51
5/4/2014,123,0,1,10,36,13,56,5,2,0,67,55,1,75,43
5/5/2014,133,1,0,8,40,18,54,8,0,4,83,49,1,66,43
5/6/2014,139,1,1,11,41,24,50,9,1,1,73,65,1,73,51
5/7/2014,138,1,1,12,41,18,46,17,2,0,70,68,0,61,51
5/8/2014,137,0,1,6,33,25,57,13,1,1,78,59,0,85,56
5/9/2014,152,1,0,13,39,27,58,13,0,1,73,75,4,69,58
5/10/2014,114,0,0,10,41,13,37,13,0,0,58,54,2,80,61
5/11/2014,124,2,1,13,41,16,38,12,1,0,52,72,0,80,56
5/12/2014,132,1,1,13,35,22,41,17,1,1,67,62,3,86,54
5/13/2014,130,0,0,13,40,16,53,8,0,0,54,76,0,86,58
5/14/2014,142,0,0,7,39,32,50,13,0,1,74,68,0,65,57
5/15/2014,153,1,0,7,44,21,61,19,0,0,79,72,2,80,62
5/16/2014,147,1,0,4,35,23,62,18,1,3,75,70,2,72,56
5/17/2014,160,1,0,7,58,15,53,19,2,5,73,84,3,67,48
5/18/2014,120,0,1,11,36,17,43,12,0,0,54,65,1,67,49
5/19/2014,131,0,1,10,31,16,57,14,1,1,63,66,2,73,44
5/20/2014,148,0,1,8,39,24,65,10,1,0,93,54,1,78,49
5/21/2014,139,2,3,17,42,16,43,12,0,4,58,79,2,73,59
5/22/2014,162,1,0,15,45,27,62,8,0,4,78,83,1,84,63
5/23/2014,147,1,1,8,44,25,57,7,2,2,79,68,0,77,54
5/24/2014,122,1,0,12,36,10,51,11,1,0,48,74,0,76,50
5/25/2014,127,0,0,7,36,18,47,18,1,0,61,65,1,82,53
5/26/2014,118,1,0,6,51,12,34,11,1,2,51,65,2,86,57
5/27/2014,149,2,6,10,46,20,51,10,4,0,75,72,2,90,63
5/28/2014,131,0,0,21,29,17,51,10,0,3,62,66,3,83,57
5/29/2014,117,0,0,12,28,22,46,7,1,1,68,48,1,57,54
5/30/2014,129,0,1,8,33,23,46,17,0,1,66,63,0,75,56
5/31/2014,127,2,1,13,34,14,50,11,2,0,51,76,0,78,56
6/1/2014,116,2,2,10,26,11,50,14,1,0,46,70,0,75,50
6/2/2014,148,2,0,18,41,21,51,11,0,4,78,70,0,80,53
6/3/2014,125,2,2,10,36,26,38,10,1,0,64,58,3,87,62
6/4/2014,142,0,1,14,32,21,59,14,1,0,74,67,1,87,65
6/5/2014,128,0,1,10,42,15,49,11,0,0,72,56,0,79,62
6/6/2014,136,1,1,7,40,19,54,13,0,1,70,63,3,78,57
6/7/2014,125,1,1,5,43,12,53,10,0,0,61,64,0,85,55
6/8/2014,138,2,1,16,39,19,44,14,1,2,72,64,2,83,58
6/9/2014,148,0,0,13,42,20,59,13,0,1,71,77,0,81,67
6/10/2014,113,0,0,9,37,19,40,7,0,1,64,49,0,84,70
6/11/2014,126,0,1,9,31,20,49,15,1,0,57,68,1,82,68
6/12/2014,128,0,0,8,40,29,38,11,1,1,70,58,0,76,68
6/13/2014,118,0,2,11,32,18,48,7,0,0,66,50,2,83,66
6/14/2014,141,1,0,12,40,17,55,14,2,0,67,74,0,75,60
6/15/2014,148,0,1,10,48,13,59,13,0,4,55,93,0,83,51
6/16/2014,149,1,0,6,36,17,72,14,1,2,56,90,3,90,59
6/17/2014,122,0,0,8,34,17,48,13,1,1,56,64,2,94,68
6/18/2014,128,0,0,11,29,14,58,16,0,0,63,63,2,96,73
6/19/2014,138,0,0,15,26,34,45,16,0,2,70,66,2,83,68
6/20/2014,154,0,1,21,26,24,64,18,0,0,65,89,0,83,64
6/21/2014,134,2,1,12,29,17,58,15,0,0,62,71,1,72,66
6/22/2014,109,0,1,5,37,14,36,15,0,1,49,58,2,80,66
6/23/2014,139,0,1,3,41,26,58,7,2,1,66,72,1,82,61
6/24/2014,163,0,1,15,45,16,64,19,0,3,68,92,3,84,65
6/25/2014,128,0,1,6,25,18,59,17,0,2,56,70,2,88,71
6/26/2014,127,1,1,9,26,24,44,21,0,1,62,62,3,87,70
6/27/2014,145,1,1,15,29,27,57,14,1,0,70,72,3,81,66
6/28/2014,162,0,0,17,44,23,60,18,0,0,83,78,1,83,61
6/29/2014,121,3,0,8,28,12,56,12,1,1,44,77,0,83,61
6/30/2014,117,0,0,14,22,16,51,11,0,3,46,67,4,86,69
7/1/2014,155,1,1,8,49,31,49,14,0,2,78,77,0,91,71
7/2/2014,119,0,1,11,34,19,39,13,0,2,50,68,1,93,73
7/3/2014,121,0,0,4,23,33,49,9,2,1,66,54,1,89,72
7/4/2014,114,2,0,14,33,16,35,13,1,0,56,57,1,80,63
7/5/2014,128,3,0,12,38,17,52,2,0,4,56,72,0,82,55
7/6/2014,141,0,1,10,34,17,57,19,2,1,55,86,0,86,58
7/7/2014,138,0,0,10,33,24,54,15,1,1,62,76,0,91,72
7/8/2014,122,1,0,10,21,14,59,16,0,1,43,77,2,93,69
7/9/2014,144,0,1,12,27,22,63,19,0,0,76,68,0,88,70
7/10/2014,138,0,1,6,40,21,51,17,2,0,68,69,1,84,68
7/11/2014,141,0,0,9,38,23,51,18,1,1,65,72,4,86,64
7/12/2014,129,0,2,11,33,18,54,10,0,1,70,54,5,87,67
7/13/2014,133,0,1,8,35,13,54,22,0,0,59,71,3,92,70
7/14/2014,137,0,0,9,31,29,53,13,0,2,66,71,0,89,71
7/15/2014,134,1,0,11,28,26,48,19,0,1,64,65,5,88,71
7/16/2014,139,4,0,10,24,24,61,16,0,0,53,84,2,81,64
7/17/2014,132,3,0,3,35,17,55,18,0,1,57,74,1,81,61
7/18/2014,135,0,0,4,40,18,59,11,1,2,71,62,2,83,57
7/19/2014,132,0,1,9,51,16,43,12,0,0,58,72,2,80,66
7/20/2014,155,1,0,15,36,15,71,14,3,0,66,89,0,81,70
7/21/2014,149,0,2,10,37,24,59,14,2,1,69,79,1,83,69
7/22/2014,129,0,0,8,35,23,46,16,0,1,59,68,2,85,69
7/23/2014,131,1,0,4,34,16,57,15,0,4,58,72,1,94,70
7/24/2014,146,0,0,9,32,29,62,11,2,1,76,68,2,81,61
7/25/2014,152,0,0,15,24,27,65,17,0,4,63,85,4,83,57
7/26/2014,141,1,1,9,31,21,62,13,2,1,59,82,0,88,63
7/27/2014,151,0,1,21,41,15,63,6,0,4,74,73,4,89,72
7/28/2014,103,0,0,7,21,15,50,8,1,1,46,53,4,86,65
7/29/2014,140,0,0,8,36,18,60,15,0,3,68,71,1,76,59
7/30/2014,138,1,0,8,29,18,65,11,1,5,58,77,3,81,55
7/31/2014,129,2,0,6,35,16,54,10,2,4,55,74,0,87,59
8/1/2014,176,2,0,13,43,27,69,14,2,6,99,77,0,81,66
8/2/2014,113,0,1,7,37,13,47,8,0,0,55,58,0,79,65
8/3/2014,132,1,0,7,40,16,48,17,0,3,54,76,2,79,65
8/4/2014,130,0,1,10,29,22,56,10,1,1,65,64,1,84,61
8/5/2014,115,1,1,12,24,14,51,10,1,1,56,57,2,89,63
8/6/2014,140,0,3,15,33,16,62,10,1,0,60,80,0,82,64
8/7/2014,140,1,3,13,35,16,57,14,0,1,66,74,0,84,64
8/8/2014,148,0,1,10,37,19,64,13,0,4,75,72,1,84,59
8/9/2014,108,3,2,3,31,17,34,17,0,1,52,54,2,84,60
8/10/2014,160,1,1,17,40,20,59,21,1,0,68,90,2,86,63
8/11/2014,172,3,0,13,37,25,71,18,2,3,80,90,2,83,61
8/12/2014,88,0,1,9,19,14,33,11,0,1,46,40,2,76,67
8/13/2014,126,0,0,11,33,21,50,9,0,2,54,70,2,82,63
8/14/2014,144,0,0,9,23,24,73,13,1,1,71,73,0,81,58
8/15/2014,159,1,1,16,31,32,64,14,0,0,82,75,2,78,54
8/16/2014,113,1,0,7,37,12,42,13,1,0,46,66,1,82,55
8/17/2014,119,0,3,15,30,12,43,14,1,1,47,72,0,87,62
8/18/2014,141,0,1,22,25,23,58,9,0,3,60,80,1,80,64
8/19/2014,146,0,2,12,23,23,63,22,0,1,65,79,2,82,68
8/20/2014,140,2,0,10,32,13,67,16,0,0,62,75,3,84,64
8/21/2014,111,1,0,8,26,16,43,15,1,1,45,66,0,87,64
8/22/2014,124,2,0,20,21,14,57,8,0,2,48,76,0,78,67
8/23/2014,132,0,0,16,34,29,41,9,0,3,66,66,0,72,67
8/24/2014,102,3,0,8,26,10,42,10,2,1,43,59,0,79,64
8/25/2014,156,0,0,22,46,19,56,13,0,0,76,80,0,81,59
8/26/2014,134,1,1,16,28,19,52,12,3,2,62,70,2,86,60
8/27/2014,133,1,0,18,27,20,53,9,2,3,65,66,2,89,60
8/28/2014,116,0,1,9,34,20,40,10,1,1,58,58,0,84,62
8/29/2014,149,1,1,13,36,20,70,7,1,0,72,76,1,78,55
8/30/2014,119,0,0,13,32,18,42,14,0,0,60,55,4,83,62
8/31/2014,140,1,1,8,51,9,47,18,0,5,55,83,2,92,73
9/1/2014,170,2,0,16,63,27,53,8,0,1,80,88,2,89,73
9/2/2014,150,1,1,17,43,14,63,10,0,1,74,75,1,92,72
9/3/2014,116,2,3,14,29,17,40,10,0,1,57,58,1,84,67
9/4/2014,139,0,1,16,35,21,53,12,0,1,68,70,1,86,65
9/5/2014,146,0,0,8,43,24,60,11,0,0,73,70,3,91,71
9/6/2014,146,1,1,12,34,19,60,16,0,3,58,85,3,93,71
9/7/2014,130,0,0,8,44,17,47,14,0,0,59,71,0,81,65
9/8/2014,124,0,0,14,23,20,51,14,2,0,74,50,0,74,63
9/9/2014,119,0,0,7,34,22,45,9,1,1,67,52,0,77,66
9/10/2014,139,0,0,11,36,17,64,9,0,2,73,65,1,79,67
9/11/2014,129,1,1,10,23,20,58,15,0,1,59,67,3,89,68
9/12/2014,148,0,0,10,40,26,61,8,1,2,83,65,0,77,63
9/13/2014,105,0,0,8,27,14,49,4,1,2,56,49,0,68,55
9/14/2014,116,0,2,6,37,16,39,14,1,1,63,53,0,70,49
9/15/2014,120,0,0,10,23,28,52,5,1,1,72,47,1,72,51
9/16/2014,124,0,0,13,28,18,48,16,0,1,68,53,3,76,53
9/17/2014,131,0,1,8,35,17,59,11,0,0,71,58,2,74,51
9/18/2014,165,2,3,16,46,19,70,9,0,0,84,80,1,72,52
9/19/2014,121,0,0,5,32,32,47,5,0,0,75,44,2,75,51
9/20/2014,134,1,0,11,35,25,49,12,0,1,66,66,2,80,60
9/21/2014,146,2,2,13,45,9,64,10,1,0,76,69,1,84,55
9/22/2014,154,1,1,29,23,28,60,10,1,1,92,62,0,73,52
9/23/2014,151,2,0,20,42,21,47,18,1,0,62,89,0,72,44
9/24/2014,119,0,1,20,31,16,36,14,0,1,49,69,1,71,47
9/25/2014,124,1,0,14,26,18,46,10,7,2,53,65,6,65,59
9/26/2014,140,1,0,13,37,13,59,16,0,1,70,68,2,76,52
9/27/2014,141,0,2,8,37,28,51,14,0,1,70,71,0,81,52
9/28/2014,130,1,0,5,30,19,58,17,0,0,65,62,3,81,54
9/29/2014,163,0,0,18,39,28,62,14,1,1,83,78,2,70,59
9/30/2014,131,1,0,10,40,20,53,6,0,1,75,54,2,77,64
10/1/2014,125,1,3,8,34,23,50,5,0,1,68,56,1,74,60
10/2/2014,120,0,0,12,39,15,47,7,0,0,53,66,1,72,56
10/3/2014,151,0,1,22,35,21,59,12,1,0,75,74,2,70,56
10/4/2014,143,1,4,16,48,13,51,8,0,2,83,57,3,69,43
10/5/2014,120,1,1,13,30,16,43,13,2,1,68,51,1,62,36
10/6/2014,107,1,1,12,29,22,33,8,0,1,60,46,1,73,39
10/7/2014,142,3,0,15,30,23,60,7,2,2,81,61,0,69,58
10/8/2014,116,0,0,14,22,17,46,15,2,0,58,56,2,76,52
10/9/2014,131,2,1,18,38,18,39,13,0,2,67,61,3,70,45
10/10/2014,143,2,1,10,31,31,53,13,1,1,84,59,0,61,53
10/11/2014,115,1,1,16,33,15,37,11,0,1,51,62,2,57,52
10/12/2014,146,0,0,12,34,26,59,13,0,2,80,66,0,62,46
10/13/2014,139,0,1,14,43,21,48,10,2,0,79,57,3,64,58
10/14/2014,143,0,1,12,34,27,53,14,0,2,80,63,0,78,63
10/15/2014,128,1,1,20,30,26,36,12,1,1,75,51,2,76,61
10/16/2014,140,0,1,14,39,24,49,11,1,1,60,79,1,64,57
10/17/2014,141,0,1,17,32,24,57,9,0,1,74,62,5,72,51
10/18/2014,138,0,0,15,42,20,47,14,0,0,66,70,2,72,50
10/19/2014,111,0,0,5,23,17,52,12,2,0,48,63,0,59,38
10/20/2014,141,0,3,23,23,20,58,12,1,1,71,69,1,66,35
10/21/2014,127,0,0,13,42,18,45,9,0,0,60,67,0,70,46
10/22/2014,160,1,1,11,34,27,72,13,0,1,84,75,1,55,52
10/23/2014,138,1,0,19,33,27,49,6,1,2,81,56,1,63,52
10/24/2014,150,0,0,19,38,24,52,16,1,0,78,71,1,68,48
10/25/2014,140,1,1,13,36,21,48,13,4,3,57,80,3,71,43
10/26/2014,133,0,0,6,29,28,57,10,1,2,60,73,0,69,42
10/27/2014,133,0,2,8,35,31,52,4,0,1,77,56,0,71,39
10/28/2014,141,1,1,12,29,15,67,14,2,0,73,68,0,80,47
10/29/2014,148,1,0,12,24,30,63,16,0,2,83,65,0,69,44
10/30/2014,147,0,2,21,30,24,56,13,0,1,79,68,0,60,42
10/31/2014,154,1,2,8,36,36,55,16,0,0,86,68,0,57,46
11/1/2014,128,1,2,7,42,22,40,14,0,0,70,58,0,52,45
11/2/2014,120,1,1,9,28,19,44,17,0,1,70,49,1,51,41
11/3/2014,119,1,1,13,26,16,50,12,0,0,53,66,0,59,38
11/4/2014,105,0,2,7,29,16,31,17,1,2,57,48,0,69,38
11/5/2014,133,1,0,15,32,25,48,9,1,2,65,68,0,68,52
11/6/2014,129,0,0,11,37,24,43,13,0,1,65,63,1,60,46
11/7/2014,143,0,0,17,28,25,64,6,2,1,72,70,1,56,36
11/8/2014,111,0,1,7,35,15,35,14,0,4,58,53,0,50,30
11/9/2014,123,1,0,15,33,14,47,12,1,0,53,69,1,58,36
11/10/2014,129,2,2,8,23,29,49,15,1,0,73,56,0,61,33
11/11/2014,140,0,0,18,41,26,42,10,2,1,78,61,1,66,35
11/12/2014,131,0,0,14,34,17,48,13,1,4,56,74,1,67,41
11/13/2014,121,0,1,16,30,14,49,11,0,0,57,64,0,46,35
11/14/2014,135,0,0,18,43,24,33,14,1,2,75,60,0,42,29
11/15/2014,123,0,0,13,37,14,47,11,0,1,59,63,1,44,25
11/16/2014,94,0,0,5,36,10,27,12,4,0,48,44,2,45,28
11/17/2014,113,0,0,10,24,16,49,13,0,1,59,54,0,49,38
11/18/2014,143,1,1,7,36,21,63,14,0,0,86,57,0,39,23
11/19/2014,119,2,1,10,32,19,45,8,2,0,63,54,2,36,19
11/20/2014,115,1,2,10,20,28,43,10,0,1,73,42,0,52,31
11/21/2014,140,0,0,15,39,28,41,16,1,0,78,61,1,37,21
11/22/2014,141,0,1,15,36,13,57,16,1,2,67,73,1,48,18
11/23/2014,125,0,2,9,39,22,36,13,3,1,54,70,1,55,34
11/24/2014,157,0,0,24,33,28,58,13,0,1,79,77,1,72,48
11/25/2014,119,1,1,11,38,16,39,12,0,1,64,55,0,66,42
11/26/2014,131,0,0,10,21,38,46,12,0,4,72,59,0,48,33
11/27/2014,90,0,0,15,19,16,35,3,1,1,53,36,1,46,33
11/28/2014,123,0,1,11,31,16,49,12,3,0,77,45,1,39,24
11/29/2014,120,0,1,15,26,21,44,10,2,1,69,51,0,44,25
11/30/2014,117,1,0,11,35,13,40,17,0,0,48,69,0,63,38
12/1/2014,174,2,1,22,40,29,66,9,0,5,100,74,0,69,43
12/2/2014,108,1,3,14,19,20,42,8,0,1,65,43,0,43,34
12/3/2014,127,0,2,13,45,16,43,7,0,1,75,51,1,50,36
12/4/2014,118,0,0,9,25,19,55,10,0,0,65,51,2,45,28
12/5/2014,133,0,0,11,26,40,45,11,0,0,73,58,2,41,39
12/6/2014,98,0,0,5,27,13,43,9,0,1,50,48,0,49,40
12/7/2014,103,1,0,9,31,10,40,12,0,0,49,53,1,47,35
12/8/2014,138,0,1,17,36,20,53,11,0,0,71,67,0,35,30
12/9/2014,111,1,1,9,28,24,35,9,2,2,65,44,2,45,33
12/10/2014,110,0,1,14,18,31,39,6,0,1,58,52,0,49,37
12/11/2014,116,0,0,16,27,12,50,9,0,2,58,58,0,38,31
12/12/2014,142,0,2,20,39,26,48,6,0,1,81,60,1,42,31
12/13/2014,114,0,1,10,29,15,46,11,0,2,50,64,0,44,27
12/14/2014,123,2,1,17,32,13,45,10,2,1,67,56,0,52,29
12/15/2014,127,0,1,18,26,20,55,6,1,0,78,49,0,53,37
12/16/2014,131,1,0,13,22,25,57,11,0,2,62,68,1,46,33
12/17/2014,126,0,0,10,30,30,42,13,0,1,74,51,1,54,35
12/18/2014,122,0,0,8,20,28,54,12,0,0,77,44,1,40,32
12/19/2014,128,0,0,16,25,21,56,8,1,1,73,55,0,42,28
12/20/2014,131,2,0,12,30,21,42,22,0,2,68,62,1,38,24
12/21/2014,102,0,0,9,30,14,39,10,0,0,59,43,0,42,27
12/22/2014,152,1,0,6,26,31,78,8,1,1,91,61,0,40,23
12/23/2014,120,0,1,13,30,24,39,11,0,2,61,58,1,49,40
12/24/2014,123,0,1,12,22,20,40,27,0,1,62,60,1,61,46
12/25/2014,85,1,0,8,32,9,26,9,0,0,41,44,0,61,35
12/26/2014,76,0,0,11,16,10,33,5,1,0,39,37,0,53,28
12/27/2014,111,0,1,10,26,11,51,10,0,2,44,66,1,58,28
12/28/2014,120,1,0,9,43,9,40,16,0,2,55,64,1,60,35
12/29/2014,103,0,3,24,19,16,28,12,0,1,51,50,2,45,36
12/30/2014,113,1,0,15,22,21,43,10,0,1,59,53,1,42,25
12/31/2014,108,1,0,7,20,26,45,9,0,0,61,47,0,35,20
1/1/2015,157,0,1,13,47,23,50,20,1,2,79,78,0,43,17
1/2/2015,109,0,1,22,10,22,44,10,0,0,57,52,0,46,26
1/3/2015,77,3,0,9,20,10,20,12,2,1,37,38,2,39,26
1/4/2015,97,2,0,15,21,5,39,15,0,0,35,62,0,62,39
1/5/2015,119,1,0,10,24,22,52,10,0,0,66,52,1,47,24
1/6/2015,91,0,0,8,23,5,39,14,1,1,52,39,0,28,14
1/7/2015,108,0,1,8,24,19,42,11,1,2,65,42,1,24,11
1/8/2015,86,0,0,11,16,13,31,12,2,1,43,43,0,22,6
1/9/2015,102,2,0,7,25,19,40,7,0,2,59,42,1,37,22
1/10/2015,86,1,1,5,23,10,30,16,0,0,44,42,0,25,10
1/11/2015,91,0,0,9,30,14,31,7,0,0,54,35,2,40,9
1/12/2015,128,1,1,10,43,21,37,14,0,1,72,53,3,40,32
1/13/2015,135,0,1,13,25,17,61,17,0,1,71,64,0,39,24
1/14/2015,127,0,2,8,26,25,51,13,1,1,69,56,2,31,23
1/15/2015,144,0,0,13,26,24,65,15,1,0,78,65,1,40,26
1/16/2015,138,0,0,7,31,33,56,8,0,3,81,56,1,44,26
1/17/2015,127,1,0,7,32,13,58,11,1,4,51,76,0,34,22
1/18/2015,118,2,2,16,20,21,41,16,0,0,64,53,1,41,26
1/19/2015,140,0,0,20,27,23,52,15,1,2,63,73,4,46,27
1/20/2015,124,0,0,13,19,30,49,11,1,1,59,64,1,46,25
1/21/2015,129,0,2,14,30,22,44,17,0,0,80,48,1,34,26
1/22/2015,118,0,0,7,32,16,54,8,0,1,63,55,0,46,30
1/23/2015,139,0,0,16,29,25,50,16,1,2,79,57,3,41,24
1/24/2015,126,1,0,12,32,19,46,14,2,0,64,59,3,40,33
1/25/2015,91,1,0,7,26,16,28,13,0,0,52,39,0,49,34
1/26/2015,115,1,0,11,30,20,43,8,0,2,66,49,0,40,26
1/27/2015,135,0,2,11,29,22,55,14,0,2,75,57,3,36,26
1/28/2015,122,1,0,17,25,21,45,12,0,1,71,51,0,36,19
1/29/2015,118,3,1,12,32,15,44,7,2,2,68,49,1,35,17
1/30/2015,126,1,0,13,34,24,43,10,0,1,71,54,1,42,20
1/31/2015,100,1,0,3,27,12,41,15,0,1,53,47,0,31,16
2/1/2015,111,2,0,3,42,22,32,8,1,1,67,41,3,39,18
2/2/2015,124,0,2,5,36,20,46,13,1,1,67,54,3,45,22
2/3/2015,108,1,0,13,25,19,40,10,0,0,62,42,4,34,20
2/4/2015,99,0,2,9,31,12,38,6,1,0,57,34,8,51,20
2/5/2015,107,0,0,7,28,20,42,8,2,0,63,41,3,41,17
2/6/2015,105,0,0,7,28,17,40,11,2,0,59,41,5,33,10
2/7/2015,97,0,0,9,36,9,30,12,1,0,44,46,7,46,19
2/8/2015,61,0,0,5,30,6,13,6,1,0,19,22,20,55,30
2/9/2015,113,0,1,8,33,17,41,12,0,1,58,45,10,41,31
2/10/2015,105,0,0,16,21,18,44,6,0,0,62,43,0,39,28
2/11/2015,105,1,0,5,33,19,42,5,0,0,61,42,2,43,25
2/12/2015,100,2,0,6,33,10,34,11,0,4,52,48,0,41,17
2/13/2015,130,0,0,16,31,16,49,18,0,0,58,72,0,27,12
2/14/2015,81,1,0,5,24,11,32,8,0,0,53,26,2,38,13
2/15/2015,72,0,0,9,23,13,24,3,0,0,44,28,0,18,6
2/16/2015,70,0,0,5,12,12,26,14,0,1,33,37,0,18,5
2/17/2015,74,0,2,6,23,6,25,12,0,0,49,24,1,27,12
2/18/2015,94,0,1,11,25,17,35,5,0,0,57,37,0,31,4
2/19/2015,78,0,0,2,18,13,29,15,0,1,52,25,1,18,6
2/20/2015,94,0,0,2,27,15,30,19,0,1,56,38,0,18,1
2/21/2015,69,1,0,6,22,10,18,12,0,0,36,33,0,33,2
2/22/2015,79,1,0,3,27,11,26,10,1,0,44,34,1,48,32
2/23/2015,78,0,2,7,25,12,27,5,0,0,49,29,0,38,13
2/24/2015,82,2,0,5,25,6,35,9,0,0,49,31,2,25,3
2/25/2015,117,1,2,7,25,21,48,11,1,1,70,47,0,38,10
2/26/2015,94,0,0,9,27,11,38,8,0,1,50,43,1,35,26
2/27/2015,102,0,0,8,29,15,41,9,0,0,55,46,1,31,20
2/28/2015,101,1,0,10,32,10,36,9,0,3,48,53,0,31,14
3/1/2015,76,0,0,2,22,8,38,5,0,1,45,31,0,32,16
3/2/2015,75,2,0,6,27,8,22,10,0,0,39,36,0,40,26
3/3/2015,102,1,1,9,23,19,41,7,0,1,53,48,1,36,23
3/4/2015,97,0,3,7,29,14,31,13,0,0,54,43,0,45,36
3/5/2015,54,0,0,7,17,10,15,5,0,0,33,20,1,40,19
3/6/2015,91,0,1,16,20,10,36,5,1,2,53,38,0,28,10
3/7/2015,83,0,0,9,25,12,23,10,2,2,42,41,0,45,6
3/8/2015,102,0,1,11,27,13,37,12,0,1,53,49,0,53,28
3/9/2015,94,0,1,6,26,18,34,7,1,1,54,39,1,61,30
3/10/2015,115,1,2,10,30,18,47,7,0,0,75,40,0,49,30
3/11/2015,119,0,1,11,34,17,41,13,0,2,60,56,3,63,43
3/12/2015,138,2,2,13,27,22,60,11,0,1,68,70,0,56,33
3/13/2015,131,0,1,12,38,23,49,6,0,2,79,49,3,48,28
3/14/2015,113,0,1,8,34,15,43,11,1,0,62,51,0,54,40
3/15/2015,100,0,0,15,19,12,45,7,0,2,52,48,0,53,38
3/16/2015,119,0,0,10,28,22,46,10,2,1,65,54,0,62,28
3/17/2015,141,1,4,16,37,24,50,7,0,2,87,54,0,70,36
3/18/2015,113,0,2,9,35,18,42,7,0,0,70,43,0,48,28
3/19/2015,109,0,0,9,28,8,58,5,1,0,63,46,0,51,27
3/20/2015,123,0,0,4,36,25,40,16,0,2,58,65,0,39,32
3/21/2015,116,0,0,8,28,17,47,13,2,1,56,59,1,59,30
3/22/2015,102,0,0,13,39,10,29,11,0,0,52,48,2,52,33
3/23/2015,126,2,0,5,36,30,40,12,0,1,77,47,2,47,30
3/24/2015,113,1,4,4,32,16,40,14,1,1,64,47,2,41,27
3/25/2015,121,0,1,10,29,20,50,11,0,0,58,61,2,48,24
3/26/2015,113,1,0,11,36,13,44,8,0,0,60,50,3,74,40
3/27/2015,143,1,0,8,37,22,63,10,1,1,77,66,0,50,39
3/28/2015,118,1,1,5,34,22,46,6,1,2,65,53,0,39,27
3/29/2015,97,0,0,6,33,10,38,10,0,0,46,51,0,46,21
3/30/2015,113,2,0,10,32,12,44,9,3,1,60,52,1,61,37
3/31/2015,108,0,1,3,33,22,39,7,3,0,71,37,0,68,38
4/1/2015,117,0,1,7,33,19,44,13,0,0,68,49,0,58,31
4/2/2015,134,0,1,6,40,17,48,15,0,7,59,75,0,70,36
4/3/2015,128,0,0,7,36,17,57,9,0,2,56,72,0,70,60
4/4/2015,109,3,0,9,34,17,35,11,0,0,61,47,1,68,38
4/5/2015,88,0,0,8,31,10,27,9,2,1,50,37,1,65,36
4/6/2015,124,0,1,9,29,23,53,7,2,0,62,61,1,76,36
4/7/2015,105,1,2,8,19,15,46,10,2,2,52,53,0,70,47
4/8/2015,102,1,0,9,26,11,41,13,0,1,49,53,0,47,41
4/9/2015,106,0,1,8,19,10,52,16,0,0,46,60,0,45,41
4/10/2015,95,1,1,9,25,10,41,8,0,0,43,51,1,60,41
4/11/2015,112,0,1,8,29,20,39,14,1,0,60,52,0,64,44
4/12/2015,100,0,3,8,33,16,35,5,0,0,52,45,3,67,33
4/13/2015,108,1,2,5,26,19,46,7,1,1,61,45,2,77,42
4/14/2015,109,0,1,8,27,21,43,9,0,0,51,57,1,63,50
4/15/2015,132,0,0,13,37,23,48,9,1,1,73,59,0,67,45
4/16/2015,142,0,0,10,33,30,58,11,0,0,66,73,3,69,46
4/17/2015,122,3,3,10,25,17,52,10,0,2,58,62,2,78,55
4/18/2015,128,0,3,12,51,11,40,9,0,2,58,70,0,80,53
4/19/2015,122,0,0,7,40,15,47,13,0,0,50,71,1,66,51
4/20/2015,126,0,1,14,35,22,40,12,1,1,68,56,2,79,52
4/21/2015,131,2,0,8,43,22,43,11,0,2,65,64,2,65,46
4/22/2015,109,0,2,13,31,13,38,10,1,1,60,48,1,71,42
4/23/2015,134,1,0,8,34,25,50,15,0,1,79,55,0,55,37
4/24/2015,132,1,1,7,38,25,51,8,0,1,69,61,2,58,38
4/25/2015,169,1,0,12,66,30,41,18,0,1,71,98,0,52,33
4/26/2015,97,2,2,13,19,21,26,9,3,2,53,43,1,65,41
4/27/2015,419,0,1,30,102,210,34,32,10,0,240,176,3,59,38
4/28/2015,183,1,2,13,20,98,24,6,14,5,122,57,4,70,46
4/29/2015,106,3,0,11,32,21,26,7,4,2,52,53,1,76,43
4/30/2015,119,2,2,13,31,26,31,10,1,3,64,55,0,72,49
5/1/2015,128,1,0,11,23,27,54,9,1,2,73,55,0,57,48
5/2/2015,91,1,0,12,27,10,30,9,1,1,39,51,1,75,43
